index,key,question,answer,vid_id,gif_name,description
12606,PNOSZ-1731,Were they interacting with a chair before or after they fixed their hair?,after,PNOSZ,PNOSZ,none
12607,M8PXK-4567,Did the person interact with the floor before or after taking food from somewhere?,after,M8PXK,M8PXK,none
12608,JCBDT-2792,What was the person taking while doing the action they did the longest?,picture,JCBDT,JCBDT,none
12609,LUPRO-7092,What was the person carrying while sitting in the object they were leaning on?,blanket,LUPRO,LUPRO,none
12610,1OIPY-14445,What did they go on the side of before taking the thing they ate from somewhere?,chair,1OIPY,1OIPY,none
12611,1ZBM9-19427,"After throwing the object they were behind first somewhere, which object were they in front of?",chair,1ZBM9,1ZBM9,none
12612,AIT3V-10700,"While holding the object they were behind first, of everything the person went on the side of, was the last a door?",no,AIT3V,AIT3V,none
12613,GKSL2-61129,Was some food or the object they were in front of last the thing they touched after sitting in the first thing they leaned on?,dish,GKSL2,GKSL2,none
12614,ANA5N-8762,"After laughing at something, which object were they putting down?",blanket,ANA5N,ANA5N,none
12615,I6AZD-33994,"While sitting in the thing they lay on, which was the person in front of, a blanket or the object they were in last?",blanket,I6AZD,I6AZD,none
12616,34OT4-10107,"Between playing with a phone and putting a phone somewhere, what was the person sitting on?",chair,34OT4,34OT4,none
12617,LT2IJ-15658,Were they on the side of a box or a picture while putting something on a table?,picture,LT2IJ,LT2IJ,none
12618,NVF2S-14830,Which object were they in front of before putting a cup somewhere but after watching a laptop or something on a laptop?,chair,NVF2S,NVF2S,none
12619,WTGVG-6213,Did the person interact with a table before or after closing the object they were opening?,before,WTGVG,WTGVG,none
12620,TJKGJ-16043,Did the person touch both the first thing they went on the side of and the last thing they went on the side of?,no,TJKGJ,TJKGJ,none
12621,R9382-2601,"After smiling at something, which object were they holding?",food,R9382,R9382,none
12622,XSGYC-17669,What did they stand on after eating the thing they put down?,floor,XSGYC,XSGYC,none
12623,1H6PS-365,Did they lie on anything?,no,1H6PS,1H6PS,none
12624,RXJ04-4048,"After putting a blanket somewhere, what did they touch?",box,RXJ04,RXJ04,none
12625,QIBAJ-7399,Which object did the person stand on while standing up?,floor,QIBAJ,QIBAJ,none
12626,6912B-5987,"Before taking a laptop from somewhere, which object did the person tidy?",blanket,6912B,6912B,none
12627,T1FTD-17203,Which object were they behind before taking the thing they carried from somewhere?,door,T1FTD,T1FTD,none
12628,CGPBZ-15821,"While standing up, what did they undress?",clothes,CGPBZ,CGPBZ,none
12629,5G9SV-15858,What did they sit on between holding a dish and holding a picture?,chair,5G9SV,5G9SV,none
12630,HB8QW-2478,"While standing up, which object were they on the side of?",table,HB8QW,HB8QW,none
12631,GWUM6-3458,Did the person interact with the thing they opened before or after sitting in a chair?,before,GWUM6,GWUM6,none
12632,3GXB7-3432,Did they make some food for longer than they spent sitting at a table?,yes,3GXB7,3GXB7,none
12633,8BA61-4317,Was the person covered by anything between snuggling with a pillow and holding some food?,no,8BA61,8BA61,none
12634,3NOML-9412,"Before grasping onto a doorknob, was a door or the object they were in front of last the thing they went behind?",door,3NOML,3NOML,none
12635,OKYYQ-7726,Were they interacting with a paper before or after closing the object they were opening?,before,OKYYQ,OKYYQ,none
12636,5OB3W-3780,Were they on the side of a table or a bag before starting to put a dish somewhere?,bag,5OB3W,5OB3W,none
12637,Z7QTA-6570,"Of all the things the person was touching, was the last a bag?",no,Z7QTA,Z7QTA,none
12638,ZWVNF-24193,"After putting the object they were throwing somewhere, what did they take?",phone,ZWVNF,ZWVNF,none
12639,R87CC-25858,Did they carry the object they were on the side of last before opening the object they were closing?,yes,R87CC,R87CC,none
12640,TSI2S-4835,"While running somewhere, which object were they taking?",broom,TSI2S,TSI2S,none
12641,CH0PM-63205,"After putting the first thing they undressed somewhere, what was the person undressing?",shoe,CH0PM,CH0PM,none
12642,A3Y9O-8773,"Between taking a bag from somewhere and taking some clothes from somewhere, which object did the person throw?",floor,A3Y9O,A3Y9O,none
12643,TLJRV-43148,"Before sitting in the object they were above, which did they go in front of, a box or the last thing they took?",box,TLJRV,TLJRV,none
12644,15FVJ-48418,Were they in front of a pillow or a bed while taking the object they were eating from somewhere?,bed,15FVJ,15FVJ,none
12645,WLA52-3926,"In the video, of everything the person went on the side of, was the first the object they were behind last?",no,WLA52,WLA52,none
12646,ZWPS3-62300,"Between holding a cup of something and taking a cup from somewhere, what was the person on the side of?",bed,ZWPS3,ZWPS3,none
12647,JL6MG-13115,"Between drinking from a cup and putting a cup somewhere, what did they sit on?",chair,JL6MG,JL6MG,none
12648,N9TRF-21071,What was the person holding while putting something on a table?,phone,N9TRF,N9TRF,none
12649,RANB1-30481,"While sitting in the object they were in front of first, what did they lean on last?",pillow,RANB1,RANB1,none
12650,OEIRN-21210,Was a table or the object they were putting down last the thing they touched while putting something on a table?,dish,OEIRN,OEIRN,none
12651,RB9VI-20360,Which object were they standing on while holding a cup of something?,floor,RB9VI,RB9VI,none
12652,417RA-3045,What did they grasp after lying on the thing they leaned on?,dish,417RA,417RA,none
12653,Y05U8-36905,"While standing up, of all the items they went on the side of, was the first one a table or a paper?",table,Y05U8,Y05U8,none
12654,573OJ-6306,What did they go in front of while taking a cup from somewhere?,bed,573OJ,573OJ,none
12655,I5Q2Z-4076,Which object were they taking while sitting at a table?,food,I5Q2Z,I5Q2Z,none
12656,5LJ3J-7989,Which object did the person go above after snuggling with the object they were on the side of?,chair,5LJ3J,5LJ3J,none
12657,9MXDX-15443,"After eating the last thing they held, which object did the person sit on?",bed,9MXDX,9MXDX,none
12658,JG7UX-4637,"Before holding some clothes, what did they open?",closet,JG7UX,JG7UX,none
12659,NRYS3-6853,"Before starting to sit in a chair, which was the person touching, a doorway or a laptop?",laptop,NRYS3,NRYS3,none
12660,SOI68-3027,Were they interacting with a doorway before or after holding a vacuum?,before,SOI68,SOI68,none
12661,7H0JK-8640,What did they eat after holding a broom?,medicine,7H0JK,7H0JK,none
12662,4WX0H-1141,What did they go in front of while opening the object they were holding?,bed,4WX0H,4WX0H,none
12663,GA4EI-9847,Were they interacting with a bag before or after taking a phone from somewhere?,after,GA4EI,GA4EI,none
12664,SBHID-364,Were they interacting with a dish between taking a pillow from somewhere and holding a pillow?,no,SBHID,SBHID,none
12665,9207X-4419,What did they do after opening the last thing they touched?,closing a closet,9207X,9207X,none
12666,ZO3EG-24258,What was the person on the side of before putting a book somewhere but after holding some clothes?,bag,ZO3EG,ZO3EG,none
12667,PQX96-2119,"Of everything they leaned on, was the first a window?",no,PQX96,PQX96,none
12668,VSAA7-36663,"After sitting in the object they were in front of first, did they go behind a paper or a bed?",bed,VSAA7,VSAA7,none
12669,306S9-1642,Which object did the person stand on before starting to stand up?,floor,306S9,306S9,none
12670,WV9FZ-9348,"Which did they put down while sitting in the object they were in front of, a phone or some food?",food,WV9FZ,WV9FZ,none
12671,BZMLV-12243,Was the first thing they went behind the last thing they were beneath while drinking from a cup?,no,BZMLV,BZMLV,none
12672,RXLKF-65527,"While holding a blanket, what did they open?",paper,RXLKF,RXLKF,none
12673,H9V9I-2982,"While closing the thing they put down, what was the person in?",doorway,H9V9I,H9V9I,none
12674,VL20E-3416,Which object were they above after putting something on a table?,chair,VL20E,VL20E,none
12675,B7SZJ-4223,Which object did the person put down between closing a door and closing a closet?,clothes,B7SZJ,B7SZJ,none
12676,DP7DG-13567,Which object were they opening last before putting the object they were on the side of last somewhere?,closet,DP7DG,DP7DG,none
12677,ZFZEN-141783,Was the person touching a bed but not the object they were opening while putting the thing they got covered by somewhere?,yes,ZFZEN,ZFZEN,none
12678,F9RY4-1573,Did they hold a cup of something or sit in a bed for a shorter amount of time?,holding a cup of something,F9RY4,F9RY4,none
12679,HGSB7-2547,"Before taking a laptop from somewhere, what was the person touching?",floor,HGSB7,HGSB7,none
12680,U9LKA-13420,"Before starting to walk through a doorway, what was the person grasping?",doorknob,U9LKA,U9LKA,none
12681,ZAJAJ-30100,What did they snuggle while going from standing to sitting?,pillow,ZAJAJ,ZAJAJ,none
12682,C6LDA-8179,"Of all the things the person was in front of before starting to fix their hair, was the last a table?",no,C6LDA,C6LDA,none
12683,AEJ4T-2304,What did they lean on before starting to hold a book?,chair,AEJ4T,AEJ4T,none
12684,VIN8S-42,Was a closet one of the things they were interacting with while throwing something on the floor?,no,VIN8S,VIN8S,none
12685,1SMZZ-7778,Which object were they above while standing up?,chair,1SMZZ,1SMZZ,none
12686,BRJ0H-4086,"After taking the first thing they held from somewhere, what was the person grasping?",doorknob,BRJ0H,BRJ0H,none
12687,1MD1H-319722,What did they wear while throwing the first thing they held somewhere?,shoe,1MD1H,1MD1H,none
12688,29T54-21901,What did they go in before opening the first thing they went on the side of?,clothes,29T54,29T54,none
12689,3DO95-29042,Was the person carrying something before or after holding the first thing they leaned on?,after,3DO95,3DO95,none
12690,W3LUB-21756,Which object were they in after taking the object they were playing on from somewhere?,blanket,W3LUB,W3LUB,none
12691,80ADD-5101,"While putting something on a table, what was the person watching?",television,80ADD,80ADD,none
12692,CN43X-6499,"Before starting to take a bag from somewhere, of all the things the person was holding, was the last the object they were putting down first?",yes,CN43X,CN43X,none
12693,ZRG93-6,Is there a phone the person interacts with?,yes,ZRG93,ZRG93,none
12694,QSQK2-3873,"Before grasping onto a doorknob, what did they put down?",picture,QSQK2,QSQK2,none
12695,JO6GB-9594,Do they spend more time watching something in a mirror or holding a bag?,watching something in a mirror,JO6GB,JO6GB,none
12696,BLFEV-12830,Which object were they leaning on after working at a table?,chair,BLFEV,BLFEV,none
12697,RJCNV-10812,What was the person sitting on after opening a door?,chair,RJCNV,RJCNV,none
12698,N588B-2577,Did they walk something before or after they did the thing they spent the longest amount of time doing?,after,N588B,N588B,none
12699,SXMII-96674,What did they take while holding the object they were taking last?,pillow,SXMII,SXMII,none
12700,B7LO8-6169,"In the video, did they take a phone or the first thing they held last?",phone,B7LO8,B7LO8,none
12701,GXVX8-5194,"While lying on a bed, what did they go behind?",dish,GXVX8,GXVX8,none
12702,5W0OC-1631,What was the person in front of before tidying up a blanket?,clothes,5W0OC,5W0OC,none
12703,T1FTD-17281,"Before holding the object they were putting down, what was the person opening?",door,T1FTD,T1FTD,none
12704,AIT3V-10197,"Before taking the last thing they went on the side of from somewhere, what did they lie on?",floor,AIT3V,AIT3V,none
12705,53FPM-19975,"Between sitting at a table and putting a cup somewhere, did they touch some medicine but not the object they were above?",yes,53FPM,53FPM,none
12706,XKJAD-37087,"Before putting something on a table, which did they touch, a table or the object they were holding last?",table,XKJAD,XKJAD,none
12707,MF09L-19112,"Which were they in front of before starting to put something on a table, a closet or a dish?",dish,MF09L,MF09L,none
12708,ZYLTE-723,What did they hold before starting to watch outside of a window?,box,ZYLTE,ZYLTE,none
12709,APVAD-10910,"While running somewhere, what was the person opening?",door,APVAD,APVAD,none
12710,SFPJ7-36334,Did they go on the side of a blanket first before opening a bag but after lying on a bed?,yes,SFPJ7,SFPJ7,none
12711,53FPM-29730,Which object did the person hold first after watching a laptop or something on a laptop?,medicine,53FPM,53FPM,none
12712,QX89T-14362,Were they on the side of a doorway or the last thing they went in front of while fixing their hair?,chair,QX89T,QX89T,none
12713,X2LBW-329547,"After holding the thing they dressed, did they touch a table or the object they were in last?",table,X2LBW,X2LBW,none
12714,1YC83-3321,"While putting some food somewhere, which object were they sitting on?",bed,1YC83,1YC83,none
12715,0I0FX-11530,"Between putting something on a table and taking food from somewhere, of everything the person touched, was the first a blanket?",yes,0I0FX,0I0FX,none
12716,WRXI4-3080,"Compared to holding a blanket, did the person smile at something for a shorter amount of time?",no,WRXI4,WRXI4,none
12717,9XXJ7-19903,Did the person interact with a doorway before or after they drank from a cup?,before,9XXJ7,9XXJ7,none
12718,7L18C-47202,What was the person taking while putting the first thing they held somewhere?,phone,7L18C,7L18C,none
12719,1NVWD-8540,Did they touch a bag but not a table before running somewhere?,yes,1NVWD,1NVWD,none
12720,0Z36L-10064,Were they interacting with some clothes before or after holding a bag?,before,0Z36L,0Z36L,none
12721,3ZH9Z-27468,"Which did they go on the side of while holding the thing they ate, a table or a doorway?",table,3ZH9Z,3ZH9Z,none
12722,ERGN3-4158,"After holding the object they were in front of, which object did the person go in?",blanket,ERGN3,ERGN3,none
12723,SFH7G-4071,Which object did the person go on the side of while sitting in a bed?,table,SFH7G,SFH7G,none
12724,3C8OG-168,Does someone interact with a chair between working at a table and putting something on a table?,yes,3C8OG,3C8OG,none
12725,BQ4IN-3192,Did they lean on a chair last?,yes,BQ4IN,BQ4IN,none
12726,G71VM-1342,"Before tidying up a closet but after taking a dish from somewhere, did they hold the thing they closed?",no,G71VM,G71VM,none
12727,EY6P4-2741,"While watching the object they were beneath, which object were they behind?",paper,EY6P4,EY6P4,none
12728,9A5MP-5027,What did they tidy after opening a bag?,floor,9A5MP,9A5MP,none
12729,FHXKQ-15112,"Of everything they took before holding some food but after opening a bag, was the first a paper?",no,FHXKQ,FHXKQ,none
12730,P73KX-4295,"In the video, what was the person on the side of?",chair,P73KX,P73KX,none
12731,3OUXT-18970,"While sitting in the object they were holding last, which object did the person close?",closet,3OUXT,3OUXT,none
12732,DCFYV-3248,"While walking through a doorway, what was the person holding?",clothes,DCFYV,DCFYV,none
12733,4U52R-19827,"While sitting in a bed, was some clothes or a blanket the thing they went on the side of?",clothes,4U52R,4U52R,none
12734,4U52R-20988,"Before taking a broom from somewhere, was the object they were touching first the last thing they tidied?",yes,4U52R,4U52R,none
12735,13AUQ-7302,"Before starting to walk through a doorway, what did they take?",bag,13AUQ,13AUQ,none
12736,ZFZEN-104606,"Before taking some clothes from somewhere, did they go behind a bed or a doorknob?",bed,ZFZEN,ZFZEN,none
12737,N0N4I-20476,"After holding the first thing they went behind, did they go in front of a table or the last thing they held?",closet,N0N4I,N0N4I,none
12738,N8XDV-21790,"Between holding some food and holding a phone, what was the person watching?",window,N8XDV,N8XDV,none
12739,5S587-2236,Does someone interact with a refrigerator after watching outside of the object they were opening?,no,5S587,5S587,none
12740,5RET1-36008,"After holding the last thing they carried, did they go on the side of a bed or a blanket?",bed,5RET1,5RET1,none
12741,5XCJ6-3597,"Before standing up, what was the person snuggling?",pillow,5XCJ6,5XCJ6,none
12742,YO9NC-99926,Were they interacting with the thing they took before or after closing the object they were in front of last?,after,YO9NC,YO9NC,none
12743,ZDFOL-9118,Which object were they in front of before putting shoes somewhere but after watching a book?,chair,ZDFOL,ZDFOL,none
12744,X0FW6-4889,"Before opening a door but after going from standing to sitting, did they hold both a doorknob and the thing they wore?",no,X0FW6,X0FW6,none
12745,J5CAN-6064,"While watching a book, which object did the person sit on?",bed,J5CAN,J5CAN,none
12746,3ZH9Z-16841,"While holding some food, which object did the person watch?",television,3ZH9Z,3ZH9Z,none
12747,3LM6H-15324,"While holding the object they were behind first, what was the person in front of?",clothes,3LM6H,3LM6H,none
12748,C0LZD-1509,"Before starting to put something on a table, what was the person grasping?",medicine,C0LZD,C0LZD,none
12749,G6MYM-11810,"While holding the thing they put down, which object did the person watch?",mirror,G6MYM,G6MYM,none
12750,NALYZ-58843,Were they touching both a paper and some food after opening the object they were behind last?,no,NALYZ,NALYZ,none
12751,ZU00I-3735,Were they interacting with the object they were wearing before or after drinking from a cup?,before,ZU00I,ZU00I,none
12752,H3MG3-6902,"Before closing the last thing they went behind, what did they go behind?",shoe,H3MG3,H3MG3,none
12753,YT9AL-8042,"After talking on a phone, what did they start to do first?",holding a phone,YT9AL,YT9AL,none
12754,73E7V-29829,What did they lean on before eating some food but after reaching for and grabbing a picture?,chair,73E7V,73E7V,none
12755,ZYVTC-33828,Was a refrigerator one of the things they were interacting with after taking the object they were on the side of first from somewhere?,no,ZYVTC,ZYVTC,none
12756,VDXXV-103438,"While opening the first thing they went on the side of, of everything the person lay on, was the first a bed?",yes,VDXXV,VDXXV,none
12757,NVF2S-14719,Which object were they eating before putting something on a table but after taking a cup from somewhere?,medicine,NVF2S,NVF2S,none
12758,ZXN6A-8141,"Before putting a cup somewhere, which did they go on the side of, a bed or some food?",bed,ZXN6A,ZXN6A,none
12759,AFY37-963,"In the video, what was the person in front of?",bag,AFY37,AFY37,none
12760,SBW7O-2243,"In the video, of everything the person touched, was the first a window?",yes,SBW7O,SBW7O,none
12761,J95X1-7942,"Before tidying up a table but after opening a laptop, what did they go on the side of?",bed,J95X1,J95X1,none
12762,E7ESG-101468,"Before putting the object they were taking somewhere, which object were they lying on?",bed,E7ESG,E7ESG,none
12763,511AM-16895,Did the person interact with some clothes before or after grasping onto a doorknob?,before,511AM,511AM,none
12764,0FC0N-17591,"Which did they hold while opening the first thing they went on the side of, a dish or the object they were above last?",food,0FC0N,0FC0N,none
12765,ETQYM-3147,Had the person held anything before taking a pillow from somewhere but after snuggling with a pillow?,yes,ETQYM,ETQYM,none
12766,SQUX3-20414,What was the person standing on while sitting in a bed?,floor,SQUX3,SQUX3,none
12767,ZOLVU-10389,What did they take before putting something on a table but after putting a phone somewhere?,dish,ZOLVU,ZOLVU,none
12768,III9I-1849,What was the person touching after closing the object they were holding first?,doorknob,III9I,III9I,none
12769,5VINT-1657,"While playing with the first thing they went behind, which object did the person go in?",doorway,5VINT,5VINT,none
12770,T1CQE-7193,"In the video, was a laptop the first thing they went behind?",no,T1CQE,T1CQE,none
12771,ZWPS3-64339,"Which were they on the side of after taking a bag from somewhere, a bed or a laptop?",bed,ZWPS3,ZWPS3,none
12772,ZFZEN-158762,"While holding the thing they took, which was the person behind, a blanket or a closet?",closet,ZFZEN,ZFZEN,none
12773,BNEQL-19576,Which object did the person take after putting the thing they dressed somewhere?,blanket,BNEQL,BNEQL,none
12774,MU6UQ-9800,Which object were they closing while doing the thing they spent the longest amount of time doing?,refrigerator,MU6UQ,MU6UQ,none
12775,JVISI-24143,"Between walking through a doorway and taking off some shoes, was a dish the first thing they took?",yes,JVISI,JVISI,none
12776,HIOY0-39681,Which object did the person carry after lying on the first thing they went on the side of?,pillow,HIOY0,HIOY0,none
12777,WJFGC-4292,"Before putting the thing they took somewhere, what was the person opening?",box,WJFGC,WJFGC,none
12778,RXLKF-65473,"After holding a book, which object did the person take?",dish,RXLKF,RXLKF,none
12779,DVDU2-29950,"After throwing the object they were holding last somewhere, which was the person on the side of, a table or a chair?",table,DVDU2,DVDU2,none
12780,KFM5Q-10205,"While taking a phone from somewhere, which object were they sitting on?",bed,KFM5Q,KFM5Q,none
12781,5XCUV-5674,Which object did the person wear after holding some clothes?,shoe,5XCUV,5XCUV,none
12782,U928R-3746,Was the person smiling at something or holding a bag for a shorter amount of time?,holding a bag,U928R,U928R,none
12783,OUBUX-15162,"While taking food from somewhere, which object did the person lean on?",chair,OUBUX,OUBUX,none
12784,GWDF9-6716,What did they go in front of last before starting to walk through a doorway?,table,GWDF9,GWDF9,none
12785,1NYKM-36552,"After sitting in the thing they leaned on, what was the person beneath?",television,1NYKM,1NYKM,none
12786,2XLVN-995,"While putting the first thing they went on the side of somewhere, did they interact with a laptop?",no,2XLVN,2XLVN,none
12787,W2NHA-1698,Were they interacting with the thing they stood on before or after watching television?,after,W2NHA,W2NHA,none
12788,ZS1P1-11557,What was the person sitting on while holding a book?,chair,ZS1P1,ZS1P1,none
12789,ZYVTC-38055,"After taking the first thing they held from somewhere, did they play on anything?",yes,ZYVTC,ZYVTC,none
12790,6SWTR-6074,Which object were they above after tidying up the first thing they went in front of?,bed,6SWTR,6SWTR,none
12791,UTAGQ-6739,Which object were they above between taking food from somewhere and opening a book?,bed,UTAGQ,UTAGQ,none
12792,9SZG2-12290,What did they go in front of before putting the thing they took somewhere?,door,9SZG2,9SZG2,none
12793,MSQA1-20299,"While opening a refrigerator, what was the person taking?",food,MSQA1,MSQA1,none
12794,QEY8N-26478,Did they hold the last thing they put down first between walking through a doorway and going from standing to sitting?,yes,QEY8N,QEY8N,none
12795,6N2ZB-1484,Which object were they opening while taking food from somewhere?,bag,6N2ZB,6N2ZB,none
12796,MNEQ4-4262,"In the video, of everything the person went on the side of, was the first the last thing they put down?",yes,MNEQ4,MNEQ4,none
12797,9VBJ5-3585,"After holding some food, what did they grasp?",dish,9VBJ5,9VBJ5,none
12798,SSH5I-23387,What did they go on the side of last while sitting in the thing they went above?,blanket,SSH5I,SSH5I,none
12799,APZUZ-5559,"In the video, which object were they undressing?",shoe,APZUZ,APZUZ,none
12800,VY1GQ-1053,"In the video, what was the person on the side of?",mirror,VY1GQ,VY1GQ,none
12801,8ISS6-2959,Did the person interact with the object they were snuggling before or after holding some clothes?,after,8ISS6,8ISS6,none
12802,107YZ-21118,"Between holding a blanket and holding some clothes, were they touching a bed first?",yes,107YZ,107YZ,none
12803,MF8AX-1588,"After doing the longest action, what did they go on the side of?",vacuum,MF8AX,MF8AX,none
12804,OU3HS-15189,"After taking the object they were holding from somewhere, which object did the person watch?",television,OU3HS,OU3HS,none
12805,803H6-9236,What did they go on the side of before throwing the object they were holding last somewhere?,closet,803H6,803H6,none
12806,9T0AC-22657,"Before putting the first thing they went behind somewhere, what was the person sitting on?",bed,9T0AC,9T0AC,none
12807,9S0QC-28416,"After putting the object they were on the side of first somewhere, which object were they grasping?",doorknob,9S0QC,9S0QC,none
12808,9AFQ7-4383,Was the person touching anything before drinking from a cup but after putting a dish somewhere?,yes,9AFQ7,9AFQ7,none
12809,RHCFX-5037,"After snuggling with the object they were leaning on last, what did they hold?",dish,RHCFX,RHCFX,none
12810,CN5G4-8012,Does someone interact with some medicine while closing the thing they went on the side of?,yes,CN5G4,CN5G4,none
12811,3EIRZ-5784,Which object did the person go on the side of last before tidying something on the thing they stood on?,clothes,3EIRZ,3EIRZ,none
12812,UIERL-4986,"In the video, what was the person watching?",laptop,UIERL,UIERL,none
12813,V3RAX-49847,Were they interacting with the object they were eating before or after putting clothes somewhere?,after,V3RAX,V3RAX,none
12814,LBG7L-29630,"While holding a laptop, of everything the person went on the side of, was the last a bag?",yes,LBG7L,LBG7L,none
12815,XFLQH-41798,"While holding a box, which object did the person go on the side of?",dish,XFLQH,XFLQH,none
12816,X1EZQ-20168,Were they interacting with some food before or after taking the object they were opening from somewhere?,before,X1EZQ,X1EZQ,none
12817,ET224-77899,"Between taking food from somewhere and putting some food somewhere, what was the person snuggling?",pillow,ET224,ET224,none
12818,EUJK0-9628,What was the person sitting on while watching a book?,chair,EUJK0,EUJK0,none
12819,HHZUI-1519,"While holding a book, did they open the object they were on the side of last?",no,HHZUI,HHZUI,none
12820,I2DHG-8814,"After putting clothes somewhere, which object were they lying on?",bed,I2DHG,I2DHG,none
12821,41II2-11126,What did they sit on while standing up?,chair,41II2,41II2,none
12822,XXMN1-4817,Were they in front of a table or the last thing they held before putting something on a table?,table,XXMN1,XXMN1,none
12823,XUYCA-6276,"After holding a dish, which object did the person sit on?",chair,XUYCA,XUYCA,none
12824,LSAMR-1577,"While putting a pillow somewhere, which object were they sitting on?",floor,LSAMR,LSAMR,none
12825,3DLKC-16459,"Which did they hold, a table or a doorway?",doorway,3DLKC,3DLKC,none
12826,IJ3QB-20543,"Before holding the object they were above last, which was the person behind, a bed or a dish?",dish,IJ3QB,IJ3QB,none
12827,6AHD0-32222,"Before taking the object they were behind last from somewhere, did they go on the side of a bed or the last thing they put down?",bed,6AHD0,6AHD0,none
12828,GV9M4-16405,"While taking a cup from somewhere, of all the things the person was touching, was the first the object they were taking last?",no,GV9M4,GV9M4,none
12829,X4DOF-1457,Which object did the person hold before watching outside of a window?,pillow,X4DOF,X4DOF,none
12830,R2YKH-24926,Was a table or the object they were holding last the thing they touched before starting to put something on a table?,dish,R2YKH,R2YKH,none
12831,QT6X8-8,Was a picture one of the things they were interacting with after throwing clothes somewhere?,yes,QT6X8,QT6X8,none
12832,7R8ZU-4343,"Between closing a laptop and making some food, what was the person behind?",doorway,7R8ZU,7R8ZU,none
12833,IQSWM-1718,Which object did the person grasp while doing the thing they spent the longest amount of time doing?,doorknob,IQSWM,IQSWM,none
12834,MNNDB-17224,Was a table or the last thing they took the thing they went on the side of before starting to hold some food?,table,MNNDB,MNNDB,none
12835,SAT9P-138615,"Before taking the object they were on the side of last from somewhere, of everything the person went above, was the last a chair?",yes,SAT9P,SAT9P,none
12836,ZJ54N-22912,What did they stand on between opening a bag and putting clothes somewhere?,floor,ZJ54N,ZJ54N,none
12837,ZFZEN-159718,"Of all the things the person was behind while taking the thing they wore from somewhere, was the first a bed?",no,ZFZEN,ZFZEN,none
12838,L8N31-10237,"In the video, which was the person on the side of, a light or a doorway?",light,L8N31,L8N31,none
12839,ZWVNF-23894,Which object did the person lean on before playing with the last thing they went on the side of?,chair,ZWVNF,ZWVNF,none
12840,MX4FM-6706,Were they interacting with the object they were lying on before or after they went from standing to sitting?,after,MX4FM,MX4FM,none
12841,D7D89-1321,"In the video, were they watching a picture first?",yes,D7D89,D7D89,none
12842,1MD1H-11,"Before throwing shoes somewhere, did they interact with a pillow?",yes,1MD1H,1MD1H,none
12843,3JJ7C-4526,"Which were they touching after taking a dish from somewhere, a table or a closet?",closet,3JJ7C,3JJ7C,none
12844,81YF0-3016,What is the first thing they started to do after holding the object they were behind?,throwing a blanket somewhere,81YF0,81YF0,none
12845,7EBTI-19242,Did the person interact with a table before or after putting the object they were in front of somewhere?,before,7EBTI,7EBTI,none
12846,0W39H-17570,Which object did the person go in front of after walking through a doorway?,table,0W39H,0W39H,none
12847,FI2TP-14049,"After standing up, which did they touch, a blanket or the object they were in front of last?",blanket,FI2TP,FI2TP,none
12848,CSQLJ-465,"In the video, did they watch the thing they leaned on?",no,CSQLJ,CSQLJ,none
12849,WQWT0-42957,What was the person holding before standing up but after working at a table?,food,WQWT0,WQWT0,none
12850,R0207-9529,What did they watch after holding the object they were eating?,laptop,R0207,R0207,none
12851,8BMZQ-597,"While taking a dish from somewhere, what was the person tidying?",floor,8BMZQ,8BMZQ,none
12852,L5842-13937,What was the person lying on after taking the first thing they went on the side of from somewhere?,table,L5842,L5842,none
12853,Q071E-5315,"While taking food from somewhere, what did they sit on?",chair,Q071E,Q071E,none
12854,LEG82-23797,"Before holding the thing they ate, which object were they grasping?",dish,LEG82,LEG82,none
12855,7Z69Y-41434,"Which did they touch while putting something on a table, a table or a bag?",table,7Z69Y,7Z69Y,none
12856,D7M6N-29788,"While opening the last thing they went on the side of, what did they go above?",food,D7M6N,D7M6N,none
12857,CBXI2-220,Does someone interact with a dish after doing the fastest action?,no,CBXI2,CBXI2,none
12858,OJLFZ-34479,Which object were they putting down while holding a box?,dish,OJLFZ,OJLFZ,none
12859,MY5CQ-9589,Were they interacting with the thing they sat on before or after they opened a book?,before,MY5CQ,MY5CQ,none
12860,PKEZI-26057,Which object did the person watch after eating some food?,paper,PKEZI,PKEZI,none
12861,DWU60-16994,"While tidying up the thing they wiped, which object did the person stand on?",floor,DWU60,DWU60,none
12862,ZO3EG-11581,"After opening a bag, was the person holding both a paper and a doorway?",yes,ZO3EG,ZO3EG,none
12863,URWJL-52951,Was the person sitting in a bed or tidying up a table for longer?,tidying up a table,URWJL,URWJL,none
12864,ITJZB-3786,What did they go on the side of after opening a bag?,bed,ITJZB,ITJZB,none
12865,S1LY3-2695,"Before watching a laptop or something on a laptop, which object did the person go on the side of?",paper,S1LY3,S1LY3,none
12866,AZ5JS-2601,"While smiling at something, was the person holding both a doorknob and the object they were tidying?",yes,AZ5JS,AZ5JS,none
12867,3ZC4Y-3829,"After holding a dish, which object were they opening?",refrigerator,3ZC4Y,3ZC4Y,none
12868,C9HLB-1119,"While watching a laptop or something on a laptop, which object did the person work on?",paper,C9HLB,C9HLB,none
12869,646CU-511,What did they go behind before turning on the thing they held?,shoe,646CU,646CU,none
12870,3L3LC-6695,"While putting something on a table, which object did the person touch?",clothes,3L3LC,3L3LC,none
12871,DQGYG-8883,"Of all the things the person was on the side of before putting some food somewhere but after taking a dish from somewhere, was the first a closet?",no,DQGYG,DQGYG,none
